,minutes_x,playerid,web_name,element_type,team,now_cost,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw
1356,0.0,257.0,Tete,2.0,9.0,45.0,0.00,0.00,0.00,0.00
1357,90.0,257.0,Tete,2.0,9.0,45.0,0.00,0.11,0.11,2.03
1358,54.0,257.0,Tete,2.0,9.0,45.0,0.00,0.00,0.00,1.08
1359,0.0,257.0,Tete,2.0,9.0,45.0,0.00,0.00,0.00,0.00
1373,0.0,258.0,Vinicius,4.0,9.0,50.0,0.00,0.00,0.00,0.00
1374,0.0,258.0,Vinicius,4.0,9.0,50.0,0.00,0.00,0.00,0.00
1375,0.0,258.0,Vinicius,4.0,9.0,50.0,0.00,0.00,0.00,0.00
1376,3.0,258.0,Vinicius,4.0,9.0,50.0,0.06,0.00,0.06,0.00
1390,79.0,259.0,Wilson,3.0,9.0,52.0,0.17,0.06,0.23,1.27
1391,30.0,259.0,Wilson,3.0,9.0,52.0,0.00,0.00,0.00,0.35
1392,86.0,259.0,Wilson,3.0,9.0,52.0,0.62,0.02,0.64,1.68
1393,86.0,259.0,Wilson,3.0,9.0,52.0,0.26,0.05,0.31,0.26
1407,45.0,364.0,Amad,3.0,14.0,54.0,0.00,0.00,0.00,1.92
1408,90.0,364.0,Amad,3.0,14.0,54.0,0.34,0.07,0.41,0.83
1409,90.0,364.0,Amad,3.0,14.0,54.0,0.67,0.07,0.74,0.95
1410,90.0,364.0,Amad,3.0,14.0,54.0,0.25,0.69,0.94,1.24
1424,11.0,365.0,Antony,3.0,14.0,57.0,0.08,0.00,0.08,0.50
1425,0.0,365.0,Antony,3.0,14.0,57.0,0.00,0.00,0.00,0.00
1426,12.0,365.0,Antony,3.0,14.0,57.0,0.00,0.01,0.01,0.00
1427,0.0,365.0,Antony,3.0,14.0,57.0,0.00,0.00,0.00,0.00
1441,90.0,366.0,B.Fernandes,3.0,14.0,84.0,0.00,0.14,0.14,2.16
1442,75.0,366.0,B.Fernandes,3.0,14.0,84.0,0.23,0.13,0.36,0.83
1443,90.0,366.0,B.Fernandes,3.0,14.0,84.0,1.24,0.13,1.37,0.95
1444,90.0,366.0,B.Fernandes,3.0,14.0,84.0,0.46,0.40,0.86,1.24
1458,0.0,367.0,Bayindir,1.0,14.0,43.0,0.00,0.00,0.00,0.00
1459,0.0,367.0,Bayindir,1.0,14.0,43.0,0.00,0.00,0.00,0.00
1460,0.0,367.0,Bayindir,1.0,14.0,43.0,0.00,0.00,0.00,0.00
1461,0.0,367.0,Bayindir,1.0,14.0,43.0,0.00,0.00,0.00,0.00
1475,0.0,368.0,Casemiro,3.0,14.0,48.0,0.00,0.00,0.00,0.00
1476,0.0,368.0,Casemiro,3.0,14.0,48.0,0.00,0.00,0.00,0.00
1477,0.0,368.0,Casemiro,3.0,14.0,48.0,0.00,0.00,0.00,0.00
1478,0.0,368.0,Casemiro,3.0,14.0,48.0,0.00,0.00,0.00,0.00
1492,90.0,369.0,Dalot,2.0,14.0,51.0,0.07,0.01,0.08,2.16
1493,90.0,369.0,Dalot,2.0,14.0,51.0,0.11,0.04,0.15,0.83
1494,90.0,369.0,Dalot,2.0,14.0,51.0,0.00,0.02,0.02,0.95
1495,90.0,369.0,Dalot,2.0,14.0,51.0,0.31,0.04,0.35,1.24
1509,0.0,370.0,Eriksen,3.0,14.0,53.0,0.00,0.00,0.00,0.00
1510,0.0,370.0,Eriksen,3.0,14.0,53.0,0.00,0.00,0.00,0.00
1511,0.0,370.0,Eriksen,3.0,14.0,53.0,0.00,0.00,0.00,0.00
1512,0.0,370.0,Eriksen,3.0,14.0,53.0,0.00,0.00,0.00,0.00
1526,0.0,371.0,Evans,2.0,14.0,44.0,0.00,0.00,0.00,0.00
1527,0.0,371.0,Evans,2.0,14.0,44.0,0.00,0.00,0.00,0.00
1528,0.0,371.0,Evans,2.0,14.0,44.0,0.00,0.00,0.00,0.00
1529,0.0,371.0,Evans,2.0,14.0,44.0,0.00,0.00,0.00,0.00
1543,58.0,372.0,Garnacho,3.0,14.0,61.0,0.00,0.01,0.01,0.62
1544,58.0,372.0,Garnacho,3.0,14.0,61.0,0.21,0.02,0.23,0.83
1545,0.0,372.0,Garnacho,3.0,14.0,61.0,0.00,0.00,0.00,0.00
1546,35.0,372.0,Garnacho,3.0,14.0,61.0,0.17,0.22,0.39,0.92
1560,0.0,373.0,Hannibal,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1561,0.0,373.0,Hannibal,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1562,0.0,373.0,Hannibal,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1563,0.0,373.0,Hannibal,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1577,0.0,374.0,Heaton,1.0,14.0,40.0,0.00,0.00,0.00,0.00
1578,0.0,374.0,Heaton,1.0,14.0,40.0,0.00,0.00,0.00,0.00
1579,0.0,374.0,Heaton,1.0,14.0,40.0,0.00,0.00,0.00,0.00
1580,0.0,374.0,Heaton,1.0,14.0,40.0,0.00,0.00,0.00,0.00
1594,78.0,375.0,Højlund,4.0,14.0,69.0,0.00,0.00,0.00,1.65
1595,90.0,375.0,Højlund,4.0,14.0,69.0,0.71,0.02,0.73,0.83
1596,77.0,375.0,Højlund,4.0,14.0,69.0,0.00,0.20,0.20,0.95
1597,36.0,375.0,Højlund,4.0,14.0,69.0,0.08,0.17,0.25,0.92
1611,0.0,376.0,Lindelof,2.0,14.0,43.0,0.00,0.00,0.00,0.00
1612,0.0,376.0,Lindelof,2.0,14.0,43.0,0.00,0.00,0.00,0.00
1613,1.0,376.0,Lindelof,2.0,14.0,43.0,0.00,0.00,0.00,0.00
1614,0.0,376.0,Lindelof,2.0,14.0,43.0,0.00,0.00,0.00,0.00
1628,58.0,377.0,Maguire,2.0,14.0,49.0,0.00,0.00,0.00,0.62
1629,25.0,377.0,Maguire,2.0,14.0,49.0,0.00,0.01,0.01,0.00
1630,90.0,377.0,Maguire,2.0,14.0,49.0,0.00,0.00,0.00,0.95
1631,90.0,377.0,Maguire,2.0,14.0,49.0,0.00,0.11,0.11,1.24
1645,0.0,378.0,Mainoo,3.0,14.0,52.0,0.00,0.00,0.00,0.00
1646,90.0,378.0,Mainoo,3.0,14.0,52.0,0.00,0.06,0.06,0.83
1647,76.0,378.0,Mainoo,3.0,14.0,52.0,0.07,0.01,0.08,0.95
1648,90.0,378.0,Mainoo,3.0,14.0,52.0,0.06,0.06,0.12,1.24
1662,45.0,379.0,Malacia,2.0,14.0,44.0,0.00,0.01,0.01,0.23
1663,0.0,379.0,Malacia,2.0,14.0,44.0,0.00,0.00,0.00,0.00
1664,0.0,379.0,Malacia,2.0,14.0,44.0,0.00,0.00,0.00,0.00
1665,45.0,379.0,Malacia,2.0,14.0,44.0,0.00,0.01,0.01,0.18
1679,0.0,380.0,Martinez,2.0,14.0,44.0,0.00,0.00,0.00,0.00
1680,90.0,380.0,Martinez,2.0,14.0,44.0,0.09,0.03,0.12,0.83
1681,90.0,380.0,Martinez,2.0,14.0,44.0,0.03,0.40,0.43,0.95
1682,90.0,380.0,Martinez,2.0,14.0,44.0,0.15,0.10,0.25,1.24
1696,0.0,381.0,McTominay,3.0,14.0,49.0,0.00,0.00,0.00,0.00
1697,0.0,381.0,McTominay,3.0,14.0,49.0,0.00,0.00,0.00,0.00
1698,0.0,381.0,McTominay,3.0,14.0,49.0,0.00,0.00,0.00,0.00
1699,0.0,381.0,McTominay,3.0,14.0,49.0,0.00,0.00,0.00,0.00
1713,58.0,382.0,Mount,3.0,14.0,63.0,0.01,0.01,0.02,0.62
1714,14.0,382.0,Mount,3.0,14.0,63.0,0.00,0.03,0.03,0.00
1715,13.0,382.0,Mount,3.0,14.0,63.0,0.00,0.00,0.00,0.00
1716,0.0,382.0,Mount,3.0,14.0,63.0,0.00,0.00,0.00,0.00
1730,90.0,383.0,Onana,1.0,14.0,52.0,0.00,0.00,0.00,2.16
1731,90.0,383.0,Onana,1.0,14.0,52.0,0.00,0.00,0.00,0.83
1732,90.0,383.0,Onana,1.0,14.0,52.0,0.00,0.00,0.00,0.95
1733,90.0,383.0,Onana,1.0,14.0,52.0,0.00,0.00,0.00,1.24
1747,0.0,384.0,Pellistri,3.0,14.0,50.0,0.00,0.00,0.00,0.00
1748,0.0,384.0,Pellistri,3.0,14.0,50.0,0.00,0.00,0.00,0.00
1749,0.0,384.0,Pellistri,3.0,14.0,50.0,0.00,0.00,0.00,0.00
1750,0.0,384.0,Pellistri,3.0,14.0,50.0,0.00,0.00,0.00,0.00
1764,31.0,385.0,Rashford,3.0,14.0,67.0,0.00,0.00,0.00,1.54
1765,31.0,385.0,Rashford,3.0,14.0,67.0,0.03,0.07,0.10,0.00
1766,0.0,385.0,Rashford,3.0,14.0,67.0,0.00,0.00,0.00,0.00
1767,0.0,385.0,Rashford,3.0,14.0,67.0,0.00,0.00,0.00,0.00
1781,18.0,386.0,Sancho,3.0,6.0,62.0,0.13,0.03,0.16,0.00
1782,90.0,386.0,Sancho,3.0,6.0,62.0,0.39,0.22,0.61,2.90
1783,90.0,386.0,Sancho,3.0,6.0,62.0,0.03,0.56,0.59,1.61
1784,90.0,386.0,Sancho,3.0,6.0,62.0,0.09,0.03,0.12,1.03
1798,0.0,387.0,Shaw,2.0,14.0,49.0,0.00,0.00,0.00,0.00
1799,0.0,387.0,Shaw,2.0,14.0,49.0,0.00,0.00,0.00,0.00
1800,0.0,387.0,Shaw,2.0,14.0,49.0,0.00,0.00,0.00,0.00
1801,0.0,387.0,Shaw,2.0,14.0,49.0,0.00,0.00,0.00,0.00
1815,31.0,389.0,Zirkzee,4.0,14.0,66.0,0.00,0.00,0.00,1.54
1816,14.0,389.0,Zirkzee,4.0,14.0,66.0,0.00,0.01,0.01,0.00
1817,12.0,389.0,Zirkzee,4.0,14.0,66.0,0.00,0.00,0.00,0.00
1818,53.0,389.0,Zirkzee,4.0,14.0,66.0,0.03,0.00,0.03,0.32
1832,31.0,572.0,Yoro,2.0,14.0,43.0,0.00,0.00,0.00,1.54
1833,65.0,572.0,Yoro,2.0,14.0,43.0,0.00,0.00,0.00,0.83
1834,11.0,572.0,Yoro,2.0,14.0,43.0,0.00,0.00,0.00,0.00
1835,45.0,572.0,Yoro,2.0,14.0,43.0,0.43,0.00,0.43,1.06
1849,0.0,579.0,Sessegnon,2.0,9.0,42.0,0.00,0.00,0.00,0.00
1850,0.0,579.0,Sessegnon,2.0,9.0,42.0,0.00,0.00,0.00,0.00
1851,0.0,579.0,Sessegnon,2.0,9.0,42.0,0.00,0.00,0.00,0.00
1852,0.0,579.0,Sessegnon,2.0,9.0,42.0,0.00,0.00,0.00,0.00
1866,1.0,586.0,J.Cuenca,2.0,9.0,44.0,0.00,0.00,0.00,0.06
1867,1.0,586.0,J.Cuenca,2.0,9.0,44.0,0.00,0.00,0.00,0.00
1868,90.0,586.0,J.Cuenca,2.0,9.0,44.0,0.00,0.00,0.00,2.13
1869,0.0,586.0,J.Cuenca,2.0,9.0,44.0,0.00,0.00,0.00,0.00
1883,90.0,593.0,De Ligt,2.0,14.0,50.0,0.07,0.00,0.07,2.16
1884,64.0,593.0,De Ligt,2.0,14.0,50.0,0.00,0.00,0.00,0.83
1885,78.0,593.0,De Ligt,2.0,14.0,50.0,0.03,0.01,0.04,0.95
1886,0.0,593.0,De Ligt,2.0,14.0,50.0,0.00,0.00,0.00,0.00
1900,90.0,594.0,Mazraoui,2.0,14.0,46.0,0.00,0.01,0.01,2.16
1901,24.0,594.0,Mazraoui,2.0,14.0,46.0,0.00,0.01,0.01,0.00
1902,77.0,594.0,Mazraoui,2.0,14.0,46.0,0.00,0.01,0.01,0.95
1903,90.0,594.0,Mazraoui,2.0,14.0,46.0,0.14,0.02,0.16,1.24
1917,10.0,604.0,King,3.0,9.0,45.0,0.00,0.00,0.00,0.06
1918,0.0,604.0,King,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1919,0.0,604.0,King,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1920,61.0,604.0,King,3.0,9.0,45.0,0.00,0.06,0.06,0.21
1934,0.0,605.0,Godo,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1935,0.0,605.0,Godo,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1936,0.0,605.0,Godo,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1937,14.0,605.0,Godo,3.0,9.0,45.0,0.00,0.00,0.00,0.05
1951,0.0,613.0,Collyer,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1952,0.0,613.0,Collyer,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1953,0.0,613.0,Collyer,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1954,0.0,613.0,Collyer,3.0,14.0,45.0,0.00,0.00,0.00,0.00
1968,90.0,26.0,Alex Moreno,2.0,16.0,44.0,0.03,0.01,0.04,2.41
1969,0.0,26.0,Alex Moreno,2.0,16.0,44.0,0.00,0.00,0.00,0.00
1970,0.0,26.0,Alex Moreno,2.0,16.0,44.0,0.00,0.00,0.00,0.00
1971,0.0,26.0,Alex Moreno,2.0,16.0,44.0,0.00,0.00,0.00,0.00
1985,64.0,28.0,Bailey,3.0,2.0,62.0,0.09,0.28,0.37,0.76
1986,58.0,28.0,Bailey,3.0,2.0,62.0,0.00,0.20,0.20,0.24
1987,0.0,28.0,Bailey,3.0,2.0,62.0,0.00,0.00,0.00,0.00
1988,0.0,28.0,Bailey,3.0,2.0,62.0,0.00,0.00,0.00,0.00
2002,20.0,29.0,Barkley,3.0,2.0,52.0,0.03,0.00,0.03,0.27
2003,31.0,29.0,Barkley,3.0,2.0,52.0,0.46,0.07,0.53,0.10
2004,1.0,29.0,Barkley,3.0,2.0,52.0,0.00,0.01,0.01,0.24
2005,0.0,29.0,Barkley,3.0,2.0,52.0,0.00,0.00,0.00,0.00
2019,0.0,30.0,Barrenechea,3.0,2.0,49.0,0.00,0.00,0.00,0.00
2020,0.0,30.0,Barrenechea,3.0,2.0,49.0,0.00,0.00,0.00,0.00
2021,0.0,30.0,Barrenechea,3.0,2.0,49.0,0.00,0.00,0.00,0.00
2022,0.0,30.0,Barrenechea,3.0,2.0,49.0,0.00,0.00,0.00,0.00
2036,3.0,31.0,Buendia,3.0,2.0,51.0,0.00,0.01,0.01,0.08
2037,0.0,31.0,Buendia,3.0,2.0,51.0,0.00,0.00,0.00,0.00
2038,0.0,31.0,Buendia,3.0,2.0,51.0,0.00,0.00,0.00,0.00
2039,1.0,31.0,Buendia,3.0,2.0,51.0,0.00,0.00,0.00,0.30
2053,90.0,32.0,Cash,2.0,2.0,44.0,0.02,0.00,0.02,1.03
2054,0.0,32.0,Cash,2.0,2.0,44.0,0.00,0.00,0.00,0.00
2055,90.0,32.0,Cash,2.0,2.0,44.0,0.03,0.42,0.45,1.78
2056,90.0,32.0,Cash,2.0,2.0,44.0,0.05,0.02,0.07,1.03
2070,0.0,33.0,Dendoncker,3.0,2.0,45.0,0.00,0.00,0.00,0.00
2071,0.0,33.0,Dendoncker,3.0,2.0,45.0,0.00,0.00,0.00,0.00
2072,0.0,33.0,Dendoncker,3.0,2.0,45.0,0.00,0.00,0.00,0.00
2073,0.0,33.0,Dendoncker,3.0,2.0,45.0,0.00,0.00,0.00,0.00
2087,0.0,34.0,Diaby,3.0,2.0,65.0,0.00,0.00,0.00,0.00
2088,0.0,34.0,Diaby,3.0,2.0,65.0,0.00,0.00,0.00,0.00
2089,0.0,34.0,Diaby,3.0,2.0,65.0,0.00,0.00,0.00,0.00
2090,0.0,34.0,Diaby,3.0,2.0,65.0,0.00,0.00,0.00,0.00
2104,0.0,35.0,Diego Carlos,2.0,2.0,45.0,0.00,0.00,0.00,0.00
2105,90.0,35.0,Diego Carlos,2.0,2.0,45.0,0.13,0.01,0.14,0.33
2106,90.0,35.0,Diego Carlos,2.0,2.0,45.0,0.00,0.02,0.02,1.78
2107,0.0,35.0,Diego Carlos,2.0,2.0,45.0,0.00,0.00,0.00,0.00
2121,90.0,36.0,Digne,2.0,2.0,46.0,0.02,0.26,0.28,1.03
2122,31.0,36.0,Digne,2.0,2.0,46.0,0.00,0.21,0.21,0.10
2123,90.0,36.0,Digne,2.0,2.0,46.0,0.00,0.04,0.04,1.54
2124,90.0,36.0,Digne,2.0,2.0,46.0,0.00,0.04,0.04,1.03
2138,0.0,37.0,Dobbin,3.0,2.0,50.0,0.00,0.00,0.00,0.00
2139,0.0,37.0,Dobbin,3.0,2.0,50.0,0.00,0.00,0.00,0.00
2140,0.0,37.0,Dobbin,3.0,2.0,50.0,0.00,0.00,0.00,0.00
2141,0.0,37.0,Dobbin,3.0,2.0,50.0,0.00,0.00,0.00,0.00
2155,25.0,38.0,Duran,4.0,2.0,59.0,0.53,0.02,0.55,0.27
2156,57.0,38.0,Duran,4.0,2.0,59.0,0.65,0.01,0.66,0.24
2157,73.0,38.0,Duran,4.0,2.0,59.0,0.08,0.01,0.09,0.98
2158,79.0,38.0,Duran,4.0,2.0,59.0,0.94,0.00,0.94,0.61
2172,0.0,39.0,Gauci,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2173,0.0,39.0,Gauci,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2174,0.0,39.0,Gauci,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2175,0.0,39.0,Gauci,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2189,0.0,40.0,Hause,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2190,0.0,40.0,Hause,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2191,0.0,40.0,Hause,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2192,0.0,40.0,Hause,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2206,0.0,41.0,Iling Jr,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2207,0.0,41.0,Iling Jr,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2208,0.0,41.0,Iling Jr,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2209,0.0,41.0,Iling Jr,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2223,69.0,42.0,Kamara,3.0,2.0,50.0,0.00,0.02,0.02,0.76
2224,90.0,42.0,Kamara,3.0,2.0,50.0,0.00,0.02,0.02,0.33
2225,90.0,42.0,Kamara,3.0,2.0,50.0,0.00,0.02,0.02,1.54
2226,90.0,42.0,Kamara,3.0,2.0,50.0,0.00,0.03,0.03,1.03
2240,0.0,43.0,Kesler-Hayden,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2241,0.0,43.0,Kesler-Hayden,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2242,0.0,43.0,Kesler-Hayden,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2243,0.0,43.0,Kesler-Hayden,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2257,90.0,44.0,Konsa,2.0,2.0,44.0,0.00,0.01,0.01,1.03
2258,90.0,44.0,Konsa,2.0,2.0,44.0,0.00,0.01,0.01,0.33
2259,90.0,44.0,Konsa,2.0,2.0,44.0,0.24,0.01,0.25,1.78
2260,90.0,44.0,Konsa,2.0,2.0,44.0,0.00,0.00,0.00,1.03
2274,2.0,45.0,Maatsen,2.0,2.0,46.0,0.00,0.01,0.01,0.08
2275,58.0,45.0,Maatsen,2.0,2.0,46.0,0.01,0.12,0.13,0.24
2276,1.0,45.0,Maatsen,2.0,2.0,46.0,0.00,0.00,0.00,0.24
2277,0.0,45.0,Maatsen,2.0,2.0,46.0,0.00,0.00,0.00,0.00
2291,0.0,46.0,Marschall,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2292,0.0,46.0,Marschall,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2293,0.0,46.0,Marschall,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2294,0.0,46.0,Marschall,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2308,90.0,47.0,Martinez,1.0,2.0,50.0,0.00,0.01,0.01,1.03
2309,90.0,47.0,Martinez,1.0,2.0,50.0,0.00,0.00,0.00,0.33
2310,90.0,47.0,Martinez,1.0,2.0,50.0,0.00,0.00,0.00,1.78
2311,90.0,47.0,Martinez,1.0,2.0,50.0,0.00,0.00,0.00,1.03
2325,87.0,48.0,McGinn,3.0,2.0,52.0,0.11,0.08,0.19,0.96
2326,90.0,48.0,McGinn,3.0,2.0,52.0,0.42,0.07,0.49,0.33
2327,90.0,48.0,McGinn,3.0,2.0,52.0,0.05,0.37,0.42,1.78
2328,90.0,48.0,McGinn,3.0,2.0,52.0,0.00,0.22,0.22,1.03
2342,90.0,49.0,Mings,2.0,2.0,44.0,0.16,0.01,0.17,1.03
2343,0.0,49.0,Mings,2.0,2.0,44.0,0.00,0.00,0.00,0.00
2344,0.0,49.0,Mings,2.0,2.0,44.0,0.00,0.00,0.00,0.00
2345,0.0,49.0,Mings,2.0,2.0,44.0,0.00,0.00,0.00,0.00
2359,0.0,50.0,Nedeljkovic,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2360,0.0,50.0,Nedeljkovic,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2361,0.0,50.0,Nedeljkovic,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2362,0.0,50.0,Nedeljkovic,2.0,2.0,39.0,0.00,0.00,0.00,0.00
2376,0.0,51.0,Olsen,1.0,2.0,45.0,0.00,0.00,0.00,0.00
2377,0.0,51.0,Olsen,1.0,2.0,45.0,0.00,0.00,0.00,0.00
2378,0.0,51.0,Olsen,1.0,2.0,45.0,0.00,0.00,0.00,0.00
2379,0.0,51.0,Olsen,1.0,2.0,45.0,0.00,0.00,0.00,0.00
2393,0.0,52.0,Pau,2.0,2.0,44.0,0.00,0.00,0.00,0.00
2394,90.0,52.0,Pau,2.0,2.0,44.0,0.04,0.04,0.08,0.33
2395,90.0,52.0,Pau,2.0,2.0,44.0,0.00,0.02,0.02,1.78
2396,90.0,52.0,Pau,2.0,2.0,44.0,0.04,0.00,0.04,1.03
2410,0.0,53.0,Ramsey,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2411,0.0,53.0,Ramsey,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2412,0.0,53.0,Ramsey,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2413,0.0,53.0,Ramsey,3.0,2.0,54.0,0.00,0.00,0.00,0.00
2427,86.0,54.0,Rogers,3.0,2.0,54.0,0.24,0.33,0.57,0.96
2428,90.0,54.0,Rogers,3.0,2.0,54.0,0.16,0.56,0.72,0.33
2429,90.0,54.0,Rogers,3.0,2.0,54.0,0.02,0.06,0.08,1.78
2430,90.0,54.0,Rogers,3.0,2.0,54.0,0.33,0.23,0.56,0.73
2444,0.0,55.0,Sinisalo,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2445,0.0,55.0,Sinisalo,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2446,0.0,55.0,Sinisalo,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2447,0.0,55.0,Sinisalo,1.0,2.0,40.0,0.00,0.00,0.00,0.00
2461,0.0,56.0,Sousa,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2462,0.0,56.0,Sousa,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2463,0.0,56.0,Sousa,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2464,0.0,56.0,Sousa,2.0,2.0,40.0,0.00,0.00,0.00,0.00
2478,90.0,57.0,Tielemans,3.0,2.0,55.0,0.02,0.36,0.38,1.03
2479,58.0,57.0,Tielemans,3.0,2.0,55.0,0.00,0.12,0.12,0.24
2480,73.0,57.0,Tielemans,3.0,2.0,55.0,0.00,0.13,0.13,0.98
2481,90.0,57.0,Tielemans,3.0,2.0,55.0,0.00,0.32,0.32,1.03
2495,64.0,58.0,Watkins,4.0,2.0,88.0,1.23,0.03,1.26,0.76
2496,32.0,58.0,Watkins,4.0,2.0,88.0,0.37,0.41,0.78,0.10
2497,16.0,58.0,Watkins,4.0,2.0,88.0,0.00,0.01,0.01,0.80
2498,10.0,58.0,Watkins,4.0,2.0,88.0,0.09,0.00,0.09,0.42
2512,0.0,233.0,Onana,3.0,2.0,49.0,0.00,0.00,0.00,0.00
2513,0.0,233.0,Onana,3.0,2.0,49.0,0.00,0.00,0.00,0.00
2514,16.0,233.0,Onana,3.0,2.0,49.0,0.00,0.00,0.00,0.80
2515,90.0,233.0,Onana,3.0,2.0,49.0,0.22,0.01,0.23,1.03
2529,90.0,388.0,Wan-Bissaka,2.0,19.0,46.0,0.04,0.20,0.24,1.67
2530,90.0,388.0,Wan-Bissaka,2.0,19.0,46.0,0.00,0.13,0.13,1.63
2531,90.0,388.0,Wan-Bissaka,2.0,19.0,46.0,0.00,0.08,0.08,1.82
2532,90.0,388.0,Wan-Bissaka,2.0,19.0,46.0,0.00,0.01,0.01,0.94
2546,90.0,511.0,Álvarez,3.0,19.0,50.0,0.03,0.15,0.18,1.67
2547,87.0,511.0,Álvarez,3.0,19.0,50.0,0.00,0.01,0.01,1.46
2548,74.0,511.0,Álvarez,3.0,19.0,50.0,0.02,0.01,0.03,1.27
2549,89.0,511.0,Álvarez,3.0,19.0,50.0,0.08,0.01,0.09,0.70
2563,28.0,512.0,Antonio,4.0,19.0,53.0,0.22,0.00,0.22,0.58
2564,0.0,512.0,Antonio,4.0,19.0,53.0,0.00,0.00,0.00,0.00
2565,0.0,512.0,Antonio,4.0,19.0,53.0,0.00,0.00,0.00,0.00
2566,0.0,512.0,Antonio,4.0,19.0,53.0,0.00,0.00,0.00,0.00
2580,0.0,513.0,Areola,1.0,19.0,42.0,0.00,0.00,0.00,0.00
2581,0.0,513.0,Areola,1.0,19.0,42.0,0.00,0.00,0.00,0.00
2582,0.0,513.0,Areola,1.0,19.0,42.0,0.00,0.00,0.00,0.00
2583,0.0,513.0,Areola,1.0,19.0,42.0,0.00,0.00,0.00,0.00
2597,90.0,514.0,Bowen,3.0,19.0,75.0,0.53,1.09,1.62,1.67
2598,90.0,514.0,Bowen,3.0,19.0,75.0,0.22,0.10,0.32,1.63
2599,90.0,514.0,Bowen,3.0,19.0,75.0,0.26,0.25,0.51,1.91
2600,90.0,514.0,Bowen,3.0,19.0,75.0,0.56,0.03,0.59,0.94
2614,0.0,515.0,Cornet,3.0,17.0,47.0,0.00,0.00,0.00,0.00
2615,0.0,515.0,Cornet,3.0,17.0,47.0,0.00,0.00,0.00,0.00
2616,0.0,515.0,Cornet,3.0,17.0,47.0,0.00,0.00,0.00,0.00
2617,0.0,515.0,Cornet,3.0,17.0,47.0,0.00,0.00,0.00,0.00
2631,61.0,516.0,Coufal,2.0,19.0,42.0,0.00,0.06,0.06,1.10
2632,0.0,516.0,Coufal,2.0,19.0,42.0,0.00,0.00,0.00,0.00
2633,90.0,516.0,Coufal,2.0,19.0,42.0,0.20,0.08,0.28,1.91
2634,19.0,516.0,Coufal,2.0,19.0,42.0,0.00,0.02,0.02,0.50
2648,0.0,517.0,Cresswell,2.0,19.0,39.0,0.00,0.00,0.00,0.00
2649,2.0,517.0,Cresswell,2.0,19.0,39.0,0.00,0.06,0.06,0.17
2650,0.0,517.0,Cresswell,2.0,19.0,39.0,0.00,0.00,0.00,0.00
2651,0.0,517.0,Cresswell,2.0,19.0,39.0,0.00,0.00,0.00,0.00
2665,0.0,519.0,Earthy,3.0,19.0,45.0,0.00,0.00,0.00,0.00
2666,0.0,519.0,Earthy,3.0,19.0,45.0,0.00,0.00,0.00,0.00
2667,0.0,519.0,Earthy,3.0,19.0,45.0,0.00,0.00,0.00,0.00
2668,0.0,519.0,Earthy,3.0,19.0,45.0,0.00,0.00,0.00,0.00
2682,28.0,520.0,Emerson,2.0,19.0,44.0,0.00,0.04,0.04,0.58
