,element,is_captain,playerid,web_name,element_type,now_cost,team,minutes_x,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,ExcludeDef,level_0,level_1,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id,TeamID,OppTeam2,OppTeam,Teams.name,XGI_Weighted,XGC_Weighted,Minutes,InCurrentTeam,AttackOpp_pergame,DefenceOpp_pergame
2189,,,67.0,H.Traorè,3.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,N,Home,282.0,2444750.0,29.0,False,False,283.0,2025-03-15T15:00:00Z,0.0,False,False,4.0,,3.0,,[],2.0,3.0,116109.0,3.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,0,0.0,0.0
2190,,,67.0,H.Traorè,3.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,N,Home,331.0,2444800.0,34.0,False,False,332.0,2025-04-26T14:00:00Z,0.0,False,False,14.0,,3.0,,[],3.0,3.0,116158.0,3.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,0,0.0,0.0
2191,,,67.0,H.Traorè,3.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,N,Away,340.0,2444810.0,35.0,False,False,341.0,2025-05-03T14:00:00Z,0.0,False,False,3.0,,1.0,,[],3.0,5.0,116167.0,3.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,0,0.0,0.0
2192,,,67.0,H.Traorè,3.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,N,Home,370.0,2444840.0,38.0,False,False,371.0,2025-05-25T15:00:00Z,0.0,False,False,11.0,,3.0,,[],2.0,3.0,116197.0,3.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,0,0.0,0.0
2193,,,67.0,H.Traorè,3.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,N,Away,309.0,2444779.0,31.0,False,False,310.0,2025-04-05T14:00:00Z,0.0,False,False,3.0,,19.0,,[],3.0,2.0,116136.0,3.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,0,0.0,0.0
2194,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Away,260.0,2444731.0,27.0,False,False,262.0,2025-02-25T19:30:00Z,0.0,False,False,3.0,,5.0,,[],3.0,3.0,116088.0,3.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,0,0.035039347345,0.02477066447958598
2195,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,230.0,2444700.0,24.0,False,False,232.0,2025-02-01T15:00:00Z,0.0,False,False,12.0,,3.0,,[],5.0,3.0,116058.0,3.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,0,0.016592930268625,0.05696640485018215
2196,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Away,245.0,2444717.0,25.0,False,False,248.0,2025-02-15T15:00:00Z,0.0,False,False,3.0,,17.0,,[],3.0,2.0,116074.0,3.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,0,0.1221875,0.01718137254901961
2197,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,253.0,2444720.0,26.0,False,False,253.0,2025-02-22T15:00:00Z,0.0,False,False,20.0,,3.0,,[],2.0,3.0,116079.0,3.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,0,0.07115484582500001,0.022083586134545134
2198,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Away,368.0,2444838.0,37.0,False,False,369.0,2025-05-18T14:00:00Z,0.0,False,False,3.0,,13.0,,[],3.0,4.0,116195.0,3.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,0,0.04344838722,0.04919917945805861
2199,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Away,322.0,2444792.0,33.0,False,False,323.0,2025-04-19T14:00:00Z,0.0,False,False,3.0,,7.0,,[],3.0,3.0,116149.0,3.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,0,0.056267270112500004,0.02034204509771606
2200,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Away,277.0,2444747.0,28.0,False,False,278.0,2025-03-08T15:00:00Z,0.0,False,False,3.0,,18.0,,[],3.0,4.0,116104.0,3.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,0,0.046051132956,0.02318002354412794
2201,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,350.0,2444820.0,36.0,False,False,351.0,2025-05-10T14:00:00Z,0.0,False,False,2.0,,3.0,,[],3.0,3.0,116177.0,3.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,0,0.05107474424,0.01966348940659311
2202,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,311.0,2444780.0,32.0,False,False,312.0,2025-04-12T14:00:00Z,0.0,False,False,9.0,,3.0,,[],3.0,3.0,116138.0,3.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,0,0.054366239899500006,0.02713222260365461
2203,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,219.0,2444690.0,23.0,False,False,222.0,2025-01-25T15:00:00Z,0.0,False,False,16.0,,3.0,,[],3.0,3.0,116048.0,3.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,0,0.05480921548625,0.020361111769241894
2204,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,291.0,2444760.0,30.0,False,False,292.0,2025-04-01T18:45:00Z,0.0,False,False,10.0,,3.0,,[],2.0,3.0,116118.0,3.0,10.0,10.0,Ips,0.22352941176470592,3.0387500000000003,303.6923076923077,0,0.07596875000000002,0.011176470588235296
2205,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,282.0,2444750.0,29.0,False,False,283.0,2025-03-15T15:00:00Z,0.0,False,False,4.0,,3.0,,[],2.0,3.0,116109.0,3.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,0,0.05751046547850001,0.030872182009308538
2206,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,331.0,2444800.0,34.0,False,False,332.0,2025-04-26T14:00:00Z,0.0,False,False,14.0,,3.0,,[],3.0,3.0,116158.0,3.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,0,0.06339628037299999,0.02562058831280827
2207,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Away,340.0,2444810.0,35.0,False,False,341.0,2025-05-03T14:00:00Z,0.0,False,False,3.0,,1.0,,[],3.0,5.0,116167.0,3.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,0,0.021515538446875,0.03724597408885176
2208,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Home,370.0,2444840.0,38.0,False,False,371.0,2025-05-25T15:00:00Z,0.0,False,False,11.0,,3.0,,[],2.0,3.0,116197.0,3.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,0,0.0697,0.016742081447963804
2209,,,69.0,Jebbison,4.0,45.0,3.0,1.75,0.0,0.025,0.025,0.05,N,Away,309.0,2444779.0,31.0,False,False,310.0,2025-04-05T14:00:00Z,0.0,False,False,3.0,,19.0,,[],3.0,2.0,116136.0,3.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,0,0.07784692973200001,0.017579987825268303
2210,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Away,260.0,2444731.0,27.0,False,False,262.0,2025-02-25T19:30:00Z,0.0,False,False,3.0,,5.0,,[],3.0,3.0,116088.0,3.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,0,0.126141650442,0.5907803478381256
2211,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,230.0,2444700.0,24.0,False,False,232.0,2025-02-01T15:00:00Z,0.0,False,False,12.0,,3.0,,[],5.0,3.0,116058.0,3.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,0,0.05973454896705,1.358648755676844
2212,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Away,245.0,2444717.0,25.0,False,False,248.0,2025-02-15T15:00:00Z,0.0,False,False,3.0,,17.0,,[],3.0,2.0,116074.0,3.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,0,0.439875,0.4097757352941177
2213,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,253.0,2444720.0,26.0,False,False,253.0,2025-02-22T15:00:00Z,0.0,False,False,20.0,,3.0,,[],2.0,3.0,116079.0,3.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,0,0.25615744497,0.5266935293089013
2214,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Away,368.0,2444838.0,37.0,False,False,369.0,2025-05-18T14:00:00Z,0.0,False,False,3.0,,13.0,,[],3.0,4.0,116195.0,3.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,0,0.156414193992,1.1734004300746976
2215,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Away,322.0,2444792.0,33.0,False,False,323.0,2025-04-19T14:00:00Z,0.0,False,False,3.0,,7.0,,[],3.0,3.0,116149.0,3.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,0,0.202562172405,0.485157775580528
2216,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Away,277.0,2444747.0,28.0,False,False,278.0,2025-03-08T15:00:00Z,0.0,False,False,3.0,,18.0,,[],3.0,4.0,116104.0,3.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,0,0.1657840786416,0.5528435615274513
2217,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,350.0,2444820.0,36.0,False,False,351.0,2025-05-10T14:00:00Z,0.0,False,False,2.0,,3.0,,[],3.0,3.0,116177.0,3.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,0,0.18386907926399995,0.46897422234724556
2218,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,311.0,2444780.0,32.0,False,False,312.0,2025-04-12T14:00:00Z,0.0,False,False,9.0,,3.0,,[],3.0,3.0,116138.0,3.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,0,0.1957184636382,0.6471035090971624
2219,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,219.0,2444690.0,23.0,False,False,222.0,2025-01-25T15:00:00Z,0.0,False,False,16.0,,3.0,,[],3.0,3.0,116048.0,3.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,0,0.19731317575049998,0.4856125156964191
2220,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,291.0,2444760.0,30.0,False,False,292.0,2025-04-01T18:45:00Z,0.0,False,False,10.0,,3.0,,[],2.0,3.0,116118.0,3.0,10.0,10.0,Ips,0.22352941176470592,3.0387500000000003,303.6923076923077,0,0.2734875,0.2665588235294118
2221,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,282.0,2444750.0,29.0,False,False,283.0,2025-03-15T15:00:00Z,0.0,False,False,4.0,,3.0,,[],2.0,3.0,116109.0,3.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,0,0.2070376757226,0.7363015409220085
2222,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,331.0,2444800.0,34.0,False,False,332.0,2025-04-26T14:00:00Z,0.0,False,False,14.0,,3.0,,[],3.0,3.0,116158.0,3.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,0,0.22822660934279995,0.6110510312604771
2223,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Away,340.0,2444810.0,35.0,False,False,341.0,2025-05-03T14:00:00Z,0.0,False,False,3.0,,1.0,,[],3.0,5.0,116167.0,3.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,0,0.07745593840875,0.8883164820191144
2224,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Home,370.0,2444840.0,38.0,False,False,371.0,2025-05-25T15:00:00Z,0.0,False,False,11.0,,3.0,,[],2.0,3.0,116197.0,3.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,0,0.25092,0.39929864253393665
2225,,,70.0,Kerkez,2.0,48.0,3.0,90.0,0.0175,0.07250000000000001,0.09,1.1925,N,Away,309.0,2444779.0,31.0,False,False,310.0,2025-04-05T14:00:00Z,0.0,False,False,3.0,,19.0,,[],3.0,2.0,116136.0,3.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,0,0.2802489470352,0.419282709632649
2226,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Away,260.0,2444731.0,27.0,False,False,262.0,2025-02-25T19:30:00Z,0.0,False,False,3.0,,5.0,,[],3.0,3.0,116088.0,3.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,0,0.6166925132719999,0.33935810337032796
2227,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,230.0,2444700.0,24.0,False,False,232.0,2025-02-01T15:00:00Z,0.0,False,False,12.0,,3.0,,[],5.0,3.0,116058.0,3.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,0,0.29203557272779995,0.7804397464474955
2228,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Away,245.0,2444717.0,25.0,False,False,248.0,2025-02-15T15:00:00Z,0.0,False,False,3.0,,17.0,,[],3.0,2.0,116074.0,3.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,0,2.1504999999999996,0.23538480392156869
2229,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,253.0,2444720.0,26.0,False,False,253.0,2025-02-22T15:00:00Z,0.0,False,False,20.0,,3.0,,[],2.0,3.0,116079.0,3.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,0,1.2523252865199999,0.30254513004326833
2230,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Away,368.0,2444838.0,37.0,False,False,369.0,2025-05-18T14:00:00Z,0.0,False,False,3.0,,13.0,,[],3.0,4.0,116195.0,3.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,0,0.7646916150719999,0.674028758575403
2231,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Away,322.0,2444792.0,33.0,False,False,323.0,2025-04-19T14:00:00Z,0.0,False,False,3.0,,7.0,,[],3.0,3.0,116149.0,3.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,0,0.9903039539799999,0.27868601783871005
2232,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Away,277.0,2444747.0,28.0,False,False,278.0,2025-03-08T15:00:00Z,0.0,False,False,3.0,,18.0,,[],3.0,4.0,116104.0,3.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,0,0.8104999400255999,0.3175663225545528
2233,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,350.0,2444820.0,36.0,False,False,351.0,2025-05-10T14:00:00Z,0.0,False,False,2.0,,3.0,,[],3.0,3.0,116177.0,3.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,0,0.8989154986239998,0.2693898048703256
2234,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,311.0,2444780.0,32.0,False,False,312.0,2025-04-12T14:00:00Z,0.0,False,False,9.0,,3.0,,[],3.0,3.0,116138.0,3.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,0,0.9568458222312,0.3717114496700682
2235,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,219.0,2444690.0,23.0,False,False,222.0,2025-01-25T15:00:00Z,0.0,False,False,16.0,,3.0,,[],3.0,3.0,116048.0,3.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,0,0.9646421925579998,0.278947231238614
2236,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,291.0,2444760.0,30.0,False,False,292.0,2025-04-01T18:45:00Z,0.0,False,False,10.0,,3.0,,[],2.0,3.0,116118.0,3.0,10.0,10.0,Ips,0.22352941176470592,3.0387500000000003,303.6923076923077,0,1.33705,0.15311764705882358
2237,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,282.0,2444750.0,29.0,False,False,283.0,2025-03-15T15:00:00Z,0.0,False,False,4.0,,3.0,,[],2.0,3.0,116109.0,3.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,0,1.0121841924216,0.42294889352752696
2238,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,331.0,2444800.0,34.0,False,False,332.0,2025-04-26T14:00:00Z,0.0,False,False,14.0,,3.0,,[],3.0,3.0,116158.0,3.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,0,1.1157745345647998,0.3510020598854733
2239,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Away,340.0,2444810.0,35.0,False,False,341.0,2025-05-03T14:00:00Z,0.0,False,False,3.0,,1.0,,[],3.0,5.0,116167.0,3.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,0,0.37867347666499995,0.5102698450172691
2240,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Home,370.0,2444840.0,38.0,False,False,371.0,2025-05-25T15:00:00Z,0.0,False,False,11.0,,3.0,,[],2.0,3.0,116197.0,3.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,0,1.2267199999999998,0.2293665158371041
2241,,,71.0,Kluivert,3.0,56.0,3.0,52.0,0.3975,0.042499999999999996,0.43999999999999995,0.685,N,Away,309.0,2444779.0,31.0,False,False,310.0,2025-04-05T14:00:00Z,0.0,False,False,3.0,,19.0,,[],3.0,2.0,116136.0,3.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,0,1.3701059632831998,0.24084583320617578
2242,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Away,260.0,2444731.0,27.0,False,False,262.0,2025-02-25T19:30:00Z,0.0,False,False,3.0,,5.0,,[],3.0,3.0,116088.0,3.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,0,0.5571256227855,0.5164683543993677
2243,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,230.0,2444700.0,24.0,False,False,232.0,2025-02-01T15:00:00Z,0.0,False,False,12.0,,3.0,,[],5.0,3.0,116058.0,3.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,0,0.26382759127113753,1.1877495411262977
2244,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Away,245.0,2444717.0,25.0,False,False,248.0,2025-02-15T15:00:00Z,0.0,False,False,3.0,,17.0,,[],3.0,2.0,116074.0,3.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,0,1.9427812500000001,0.35823161764705885
2245,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,253.0,2444720.0,26.0,False,False,253.0,2025-02-22T15:00:00Z,0.0,False,False,20.0,,3.0,,[],2.0,3.0,116079.0,3.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,0,1.1313620486175,0.46044277090526603
2246,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Away,368.0,2444838.0,37.0,False,False,369.0,2025-05-18T14:00:00Z,0.0,False,False,3.0,,13.0,,[],3.0,4.0,116195.0,3.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,0,0.6908293567980001,1.025802891700522
2247,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Away,322.0,2444792.0,33.0,False,False,323.0,2025-04-19T14:00:00Z,0.0,False,False,3.0,,7.0,,[],3.0,3.0,116149.0,3.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,0,0.8946495947887501,0.4241316402873799
2248,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Away,277.0,2444747.0,28.0,False,False,278.0,2025-03-08T15:00:00Z,0.0,False,False,3.0,,18.0,,[],3.0,4.0,116104.0,3.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,0,0.7322130140004001,0.4833034908950675
2249,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,350.0,2444820.0,36.0,False,False,351.0,2025-05-10T14:00:00Z,0.0,False,False,2.0,,3.0,,[],3.0,3.0,116177.0,3.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,0,0.8120884334159999,0.4099837541274663
2250,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,311.0,2444780.0,32.0,False,False,312.0,2025-04-12T14:00:00Z,0.0,False,False,9.0,,3.0,,[],3.0,3.0,116138.0,3.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,0,0.86442321440205,0.5657068412861986
2251,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,219.0,2444690.0,23.0,False,False,222.0,2025-01-25T15:00:00Z,0.0,False,False,16.0,,3.0,,[],3.0,3.0,116048.0,3.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,0,0.871466526231375,0.4245291803886935
2252,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,291.0,2444760.0,30.0,False,False,292.0,2025-04-01T18:45:00Z,0.0,False,False,10.0,,3.0,,[],2.0,3.0,116118.0,3.0,10.0,10.0,Ips,0.22352941176470592,3.0387500000000003,303.6923076923077,0,1.207903125,0.23302941176470593
2253,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,282.0,2444750.0,29.0,False,False,283.0,2025-03-15T15:00:00Z,0.0,False,False,4.0,,3.0,,[],2.0,3.0,116109.0,3.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,0,0.9144164011081501,0.6436849948940829
2254,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,331.0,2444800.0,34.0,False,False,332.0,2025-04-26T14:00:00Z,0.0,False,False,14.0,,3.0,,[],3.0,3.0,116158.0,3.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,0,1.0080008579306998,0.5341892663220523
2255,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Away,340.0,2444810.0,35.0,False,False,341.0,2025-05-03T14:00:00Z,0.0,False,False,3.0,,1.0,,[],3.0,5.0,116167.0,3.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,0,0.3420970613053125,0.7765785597525592
2256,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Home,370.0,2444840.0,38.0,False,False,371.0,2025-05-25T15:00:00Z,0.0,False,False,11.0,,3.0,,[],2.0,3.0,116197.0,3.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,0,1.10823,0.34907239819004526
2257,,,74.0,O.Dango,3.0,50.0,3.0,67.25,0.27,0.1275,0.3975,1.0425,N,Away,309.0,2444779.0,31.0,False,False,310.0,2025-04-05T14:00:00Z,0.0,False,False,3.0,,19.0,,[],3.0,2.0,116136.0,3.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,0,1.2377661827388,0.3665427461568441
2258,,,76.0,Philip,3.0,48.0,3.0,24.75,0.055,0.015000000000000001,0.07,0.23000000000000004,N,Away,260.0,2444731.0,27.0,False,False,262.0,2025-02-25T19:30:00Z,0.0,False,False,3.0,,5.0,,[],3.0,3.0,116088.0,3.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,0,0.098110172566,0.11394505660609552
2259,,,76.0,Philip,3.0,48.0,3.0,24.75,0.055,0.015000000000000001,0.07,0.23000000000000004,N,Home,230.0,2444700.0,24.0,False,False,232.0,2025-02-01T15:00:00Z,0.0,False,False,12.0,,3.0,,[],5.0,3.0,116058.0,3.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,0,0.04646020475215001,0.2620454623108379
2260,,,76.0,Philip,3.0,48.0,3.0,24.75,0.055,0.015000000000000001,0.07,0.23000000000000004,N,Away,245.0,2444717.0,25.0,False,False,248.0,2025-02-15T15:00:00Z,0.0,False,False,3.0,,17.0,,[],3.0,2.0,116074.0,3.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,0,0.34212500000000007,0.07903431372549022
2261,,,76.0,Philip,3.0,48.0,3.0,24.75,0.055,0.015000000000000001,0.07,0.23000000000000004,N,Home,253.0,2444720.0,26.0,False,False,253.0,2025-02-22T15:00:00Z,0.0,False,False,20.0,,3.0,,[],2.0,3.0,116079.0,3.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,0,0.19923356831000003,0.10158449621890762
2262,,,76.0,Philip,3.0,48.0,3.0,24.75,0.055,0.015000000000000001,0.07,0.23000000000000004,N,Away,368.0,2444838.0,37.0,False,False,369.0,2025-05-18T14:00:00Z,0.0,False,False,3.0,,13.0,,[],3.0,4.0,116195.0,3.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,0,0.12165548421600002,0.22631622550706962
